"","X","game_id","time","human_id","ai_id","prolific_id","condition","difficulty","confidence","comments","game","round","human_action","human_rt","ai_action","ai_rt","winner","round_condition","stage","score","stage.f","game.f","interaction_lvl","opp_type","condition.f","adj_score"
"8299",8479,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",19,"scissors",621,"paper",504.2004788,"human","Level2",1,1,"Stage 1","RPS","first interaction","Level_2","lvl_2 first",1
"8300",8480,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",20,"paper",564,"rock",1637.142148,"human","Level2",1,1,"Stage 1","RPS","first interaction","Level_2","lvl_2 first",1
"8301",8481,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",1,"scissors",5772,"rock",1836.098819,"AI","Level1",2,-1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",-1
"8302",8482,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",2,"scissors",832,"rock",1260.037376,"AI","Level1",2,-1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",-1
"8303",8483,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",3,"scissors",475,"rock",1343.632014,"AI","Level1",2,-1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",-1
"8304",8484,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",4,"rock",310,"rock",742.5189083,"tie","Level1",2,0,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",0
"8305",8485,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",5,"scissors",323,"paper",772.2899711,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8306",8486,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",6,"paper",682,"rock",1494.149188,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8307",8487,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",7,"rock",1052,"scissors",1826.741521,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8308",8488,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",8,"scissors",387,"paper",991.7803366,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8309",8489,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",9,"paper",525,"rock",1097.931982,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8310",8490,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",10,"rock",1259,"scissors",1501.200026,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8311",8491,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",11,"scissors",898,"paper",1120.597607,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8312",8492,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",12,"paper",441,"rock",770.7454476,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8313",8493,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",13,"rock",529,"scissors",1055.916706,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8314",8494,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",14,"scissors",211,"paper",883.8902004,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8315",8495,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",15,"paper",595,"rock",1254.753099,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8316",8496,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",16,"rock",388,"scissors",927.3684216,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8317",8497,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",17,"scissors",383,"paper",1941.149694,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8318",8498,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",18,"paper",392,"rock",1853.712853,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8319",8499,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",19,"rock",684,"scissors",870.6278564,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8320",8500,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",20,"scissors",448,"paper",665.1256073,"human","Level1",2,1,"Stage 2","RPS","first interaction","Level_1","lvl_2 first",1
"8321",8501,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",1,"scissors",7474,"scissors",730.0451504,"tie","Level2",3,0,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",0
"8322",8502,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",2,"rock",516,"paper",1286.461729,"AI","Level2",3,-1,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",-1
"8323",8503,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",3,"scissors",410,"rock",581.6120199,"AI","Level2",3,-1,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",-1
"8324",8504,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",4,"rock",3061,"scissors",1287.359031,"human","Level2",3,1,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",1
"8325",8505,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",5,"scissors",488,"paper",1984.958252,"human","Level2",3,1,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",1
"8326",8506,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",6,"paper",424,"rock",1577.106234,"human","Level2",3,1,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",1
"8327",8507,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",7,"rock",736,"scissors",1288.574476,"human","Level2",3,1,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",1
"8328",8508,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",8,"rock",473,"paper",1931.892087,"AI","Level2",3,-1,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",-1
"8329",8509,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",9,"scissors",1279,"paper",1857.378819,"human","Level2",3,1,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",1
"8330",8510,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",10,"paper",5617,"rock",571.0121782,"human","Level2",3,1,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",1
"8331",8511,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",1,"rock",13363,"paper",1305.1217,"AI","Level1",4,-1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",-1
"8332",8512,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",2,"scissors",9485,"paper",1209.128565,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"8333",8513,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",3,"paper",871,"rock",1103.385093,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"8334",8514,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",4,"rock",1067,"scissors",764.2562341,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"8335",8515,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",5,"scissors",538,"paper",1456.917107,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"8336",8516,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",6,"scissors",2781,"rock",1631.737187,"AI","Level1",4,-1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",-1
"8337",8517,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",7,"scissors",304,"rock",898.5588608,"AI","Level1",4,-1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",-1
"8338",8518,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",8,"paper",753,"rock",767.0522277,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"8339",8519,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",9,"rock",3588,"scissors",1537.966524,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"8340",8520,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","rps",10,"scissors",5711,"scissors",1522.697677,"tie","Level1",4,0,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",0
